perturbation,Pathway,mean_on_buscar_scores,mean_off_buscar_scores,mean_average_precision
UCD-0159495,Apoptosis,1.0736558459129617,0.0835699270754936,0.1968921333003026
UCD-0159496,Others,1.046635276224776,0.0965915038192371,0.0982318812565304
UCD-0159497,PI3K/Akt/mTOR,1.0376471308696054,0.1794186152129343,0.2487446868154964
UCD-0159500,Epigenetics,1.7738551791944903,0.473134942498212,0.5015773442432785
UCD-0159501,Cell Cycle,1.3374414818475877,0.2112304857916795,0.1300221768872785
UCD-0159503,Cytoskeletal Signaling,1.018673977451173,0.0437690313064991,0.1016278323070118
UCD-0159504,Others,2.443775354895785,0.3062985694801281,0.3992374727668845
UCD-0159505,Others,1.0898371488223777,0.1995469792126229,0.1045758175399137
UCD-0159506,NF-κB,1.070995904785053,0.3273937068924147,0.2029237984638596
UCD-0159508,Epigenetics,1.573139674169759,0.0,
UCD-0159509,Others,1.1982269571594428,0.1025425376413739,0.130950675008052
UCD-0159510,Autophagy,1.055012538461218,0.0305496803605566,0.219023569023569
UCD-0159511,Autophagy,0.9971464473119096,0.024818229396448,0.0688358015535073
UCD-0159513,Others,1.1931743500819316,0.2583797221429251,0.1657466325944586
UCD-0159514,Others,1.5357674737364175,0.6762612361225255,0.9513888888888888
UCD-0159514B,Others,1.480556974004155,0.681100979637588,0.7875
UCD-0159515,Epigenetics,1.1809636198766027,0.1447751444830614,0.2499503968253968
UCD-0159516,Proteases,1.3615765271738212,0.1830338567383085,0.1979634838041016
UCD-0159517,Proteases,1.1034525858265845,0.1391917370919904,0.3482508912655971
UCD-0159518,Proteases,1.2415064524489514,0.0775621437036652,0.3833333333333333
UCD-0159519,Stem Cells & Wnt,1.6507976739476553,0.084274193548387,0.1666666666666666
UCD-0159520,NF-κB,2.109990249069565,0.079646017699115,
UCD-0159521,Others,1.31133774885286,0.3504235006358186,0.4175983738483738
UCD-0159522,Proteases,1.2760129890200802,0.1317241606761304,0.1273928083683657
UCD-0159523,Proteases,1.065700963366306,0.159339613664478,0.5833333333333334
UCD-0159524,Others,3.4132841750436618,0.7336051610990564,1.0
UCD-0159526,DNA Damage,1.0983037123645951,0.0616722207980859,0.0206967213114754
UCD-0159527,DNA Damage,1.0967394793368033,0.1874709810694532,0.0265549262254393
UCD-0159528,Transmembrane Transporters,1.0087087375185049,0.0716775263977738,0.230787037037037
UCD-0159529,Cell Cycle,2.03612831045227,0.1031441304278871,0.0679380341880342
UCD-0159530,Proteases,1.252783002724213,0.1320556406197285,0.0337630666634988
UCD-0159531,Metabolism,3.2186222241766984,0.0035460992907801,
UCD-0159533,Cytoskeletal Signaling,1.166686165058154,0.2020141394117954,0.1373811866869533
UCD-0159535,Others,1.0377628949077802,0.1444821668215982,0.0473771255451533
UCD-0159538,MAPK,1.2944352848106488,0.4106315798579572,0.5366181789701526
UCD-0159539,Proteases,1.0706693293915968,0.1493561974519439,0.1296116995988712
UCD-0159540,Others,1.0530160564778188,0.2436962430992973,0.1056888743864432
UCD-0159542,MAPK,1.184050680855628,0.3579408793462254,0.2864087301587301
UCD-0159543,MAPK,1.3425192052711696,0.167286170379359,0.1548278663767794
UCD-0159544,Angiogenesis,2.001993841278913,0.3400968050647821,0.5833333333333334
UCD-0159545,Autophagy,1.1312480121256956,0.1226836953606864,0.0429566026002574
UCD-0159546,Ubiquitin,1.1136593245043078,0.2691453321395514,0.1845995274566703
UCD-0159547,Apoptosis,1.0569975614489828,0.2017107955158309,0.0528646664573128
UCD-0159549,JAK/STAT,1.309776366694967,0.2152113166494333,0.5777777777777777
UCD-0159551,Epigenetics,5.863199741066537,0.0298819689831173,0.2364646464646464
UCD-0159552,Protein Tyrosine Kinase,1.075014956760058,0.0855266373411534,0.0309362391736581
UCD-0159553,PI3K/Akt/mTOR,6.885843417518831,0.3688460215918823,0.4128685183464123
UCD-0159554,Angiogenesis,1.1317395264017815,0.3873402247845812,0.1411076538458994
UCD-0159555,Cytoskeletal Signaling,1.067666389915339,0.1571793061606045,0.0819734463950705
UCD-0159556,GPCR & G Protein,1.124019060565085,0.1378507695396273,0.0612692448079259
UCD-0159557,Others,1.3875897387410028,0.1471633229336396,0.0325089369327637
UCD-0159558,Cytoskeletal Signaling,1.1110576064713524,0.1096230584445363,0.0384709409927585
UCD-0159559,DNA Damage,0.9899766824061268,0.175971296027409,0.1945820247290835
UCD-0159560,DNA Damage,1.2604348940103014,0.0717603525982058,0.1787811128808282
UCD-0159561,JAK/STAT,1.145377100733569,0.1379626986392615,0.1782967032967032
UCD-0159562,Epigenetics,1.0665912172390557,0.1591992402977231,0.0605881261398133
UCD-0159563,Angiogenesis,1.35461249148499,0.3376780790481375,0.2226208976208976
UCD-0159565,TGF-beta/Smad,1.289683142557846,0.2141214797944518,0.0987531873451191
UCD-0159566,DNA Damage,1.43428605966416,0.5634515310028824,0.1906171679197995
UCD-0159567,Others,1.3593560986970508,0.5426792338945509,0.4378153402969579
UCD-0159568,Others,1.0619677034235029,0.2351668267026531,0.1878809064686544
UCD-0159569,Protein Tyrosine Kinase,1.167718146452961,0.3819578182433014,0.4788986354775828
UCD-0159571,Others,1.113638084737086,0.336273924301105,0.1356490448569022
UCD-0159572,Epigenetics,1.1214620036213754,0.2635387007279535,0.0467042174376167
UCD-0159573,Protein Tyrosine Kinase,1.915319691894001,0.5505974204615198,0.5354166666666667
UCD-0159574,Epigenetics,1.7177633417737874,0.388429939697569,1.0
UCD-0159575,Autophagy,1.1467577390525383,0.4198523774025485,0.6682539682539682
UCD-0159576,Others,1.130197096528834,0.2935969926210434,0.1348779861385179
UCD-0159578,PI3K/Akt/mTOR,2.897413657177486,0.4615226864906434,0.0505050505050505
UCD-0159579,PI3K/Akt/mTOR,1.1764321541788991,0.2828324663858146,0.498067996137849
UCD-0159580,NF-κB,1.7923903351146264,0.2730496453900709,
UCD-0159581,PI3K/Akt/mTOR,2.654119765392818,0.688696194426947,1.0
UCD-0159582,Neuronal Signaling,1.1118243455921917,0.0956264475128287,0.0565224554404662
UCD-0159584,Cell Cycle,1.043257020379377,0.3144502763864739,0.094708210623231
UCD-0159585,Protein Tyrosine Kinase,1.0047258591908692,0.1287024093429688,0.1811846386342157
UCD-0159586,Angiogenesis,1.1223031678688928,0.2808987559441238,0.0965040164708036
UCD-0159588,MAPK,1.1732088387256383,0.4588442538368356,0.9097222222222222
UCD-0159589,DNA Damage,1.0924480285318867,0.3054199939205518,0.0928872350571431
UCD-0159590,Others,1.944701348685673,0.3120666604583693,0.8791666666666667
UCD-0159591,Epigenetics,1.0780263869491309,0.2508590039706225,0.2599718517206202
UCD-0159592,Epigenetics,1.3957076815720804,0.5372760809457953,0.1140054241884905
UCD-0159593,Epigenetics,1.1915131927313811,0.3557319194516886,0.1377544665373613
UCD-0159594,Others,1.645871904667375,0.2725223650755706,0.1628826532483181
UCD-0159596,Cytoskeletal Signaling,1.642586406068982,0.0714726095827023,0.0591997676838069
UCD-0159597,Epigenetics,1.37828384648942,0.2793635895170789,0.1238095238095238
UCD-0159598,Endocrinology & Hormones,2.5204132572515032,0.0,
UCD-0159600,Epigenetics,2.394242434113276,0.1097590211094618,0.0402909817125503
UCD-0159602,Angiogenesis,1.399494001611892,0.2557118211916673,0.1124670561806301
UCD-0159603,GPCR & G Protein,1.1977186611968496,0.2514878493279662,0.038123488788087
UCD-0159604,Autophagy,1.3053983448892603,0.2293835150923774,0.0420617086251505
UCD-0159605,PI3K/Akt/mTOR,1.5213552387497524,0.1422927533793257,0.1916666666666666
UCD-0159606,Autophagy,1.4448449183758896,0.2732978279716789,0.2108842424631898
UCD-0159607,Metabolism,1.2648524695849126,0.1068536513545347,0.75
UCD-0159608,Metabolism,1.2272652730986486,0.0848726504448706,0.0476298396230941
UCD-0159609,Others,1.6234711628110308,0.3506497663401831,0.0550595238095238
UCD-0159610,Transmembrane Transporters,1.0628391848209595,0.2337426199490236,0.0541104016277956
UCD-0159611,Others,1.155973472053744,0.0683508665926118,0.0573336928961365
UCD-0159612,Cell Cycle,1.402920381917362,0.1899904855302886,0.1283807423193612
UCD-0159613,PI3K/Akt/mTOR,1.4237099162273217,0.0720792844522968,0.1851851851851851
UCD-0159614,Metabolism,1.179718414817915,0.246030227839819,0.0634491756974107
UCD-0159615,Angiogenesis,1.0556671354162708,0.137546468401487,
UCD-0159617,Endocrinology & Hormones,1.118089239595429,0.2300682352312313,0.1827094491398615
UCD-0159618,MAPK,1.2789403769702394,0.378725892879094,0.0595334950441385
UCD-0159619,GPCR & G Protein,3.102501055842723,0.6815906732588659,0.0124137931034482
UCD-0159620,DNA Damage,1.0349366057798786,0.1477093103191596,0.0673090267220816
UCD-0159622,JAK/STAT,1.1587777041854044,0.3053185921849265,0.5751984126984127
UCD-0159623,DNA Damage,2.5800193029262246,0.6990236362740021,0.3636904761904762
UCD-0159624,GPCR & G Protein,1.5216638466524963,0.2299514537932226,0.2213921563940324
UCD-0159625,Endocrinology & Hormones,0.9668346895330064,0.2403619684201176,0.0849281830915495
UCD-0159626,Neuronal Signaling,1.2198103391846389,0.4693494779403283,0.0532991411807365
UCD-0159627,Metabolism,1.081386331595864,0.3503461670240737,0.3360623781676413
UCD-0159628,GPCR & G Protein,1.1048934090398137,0.2730489927311316,0.0344280155518796
UCD-0159629,Angiogenesis,3.6719114303906935,0.5186012613360068,0.453556166056166
UCD-0159630,Transmembrane Transporters,1.115912785892497,0.1659915338841672,0.103258686330031
UCD-0159631,Cell Cycle,1.1446976198971388,0.2068357966355719,0.0941424948432392
UCD-0159632,Angiogenesis,2.121123850698978,0.639459701683631,0.1217948717948717
UCD-0159633,Apoptosis,0.9886803882010984,0.1735491713332272,0.0379699752241458
UCD-0159634,Cytoskeletal Signaling,2.473926752336852,0.1110471656159258,0.1979166666666666
UCD-0159635,MAPK,1.2994804092712184,0.1286089238845144,
UCD-0159636,Protein Tyrosine Kinase,1.042417723145029,0.2246671416326852,0.2032644669086316
UCD-0159637,Others,1.2731680308546682,0.4141517980292331,0.6105248917748918
UCD-0159639,Protein Tyrosine Kinase,1.3049178159850698,0.4564191213679897,0.1495649133046674
UCD-0159640,Epigenetics,0.9354881986385624,0.0942134009605741,0.0492001098739473
UCD-0159641,JAK/STAT,1.2256716033885002,0.3924204703710015,0.0865719748054982
UCD-0159642,Proteases,1.2164811644067697,0.0908149562700011,0.0362868233943388
UCD-0159643,Metabolism,1.0639560481155432,0.225171553465301,0.4254900687529891
UCD-0159644,Transmembrane Transporters,1.7215298097418186,0.4346727943238543,0.2267603231079979
UCD-0159646,GPCR & G Protein,1.2505636479288396,0.2140817113179292,0.5198593073593074
UCD-0159647,GPCR & G Protein,1.153124554194101,0.1354491204625478,0.0734226904367787
UCD-0159648,GPCR & G Protein,1.0802740138925868,0.1740131347130624,0.0344456774320868
UCD-0159649,Angiogenesis,1.145147728155213,0.2042113999490448,0.0417443124479189
UCD-0159650,MAPK,1.1223145756370685,0.1489663830084689,0.146584003385786
UCD-0159651,Angiogenesis,1.0662597466973986,0.1168599883723439,0.2421030420153842
UCD-0159652,Proteases,1.1181717312107993,0.1741742348860018,0.0475370858642335
UCD-0159653,Protein Tyrosine Kinase,1.093083816321906,0.1510683417223536,0.0433285277559257
UCD-0159654,Epigenetics,1.001319303524704,0.1293831100415197,0.2269296607531901
UCD-0159655,Epigenetics,1.1126111253698476,0.3232153560910748,0.0750343857162642
UCD-0159657,Others,1.145189698063649,0.134490253741925,0.0482516237496793
UCD-0159658,Autophagy,1.137644691822194,0.2300111226454602,0.3310515873015872
UCD-0159659,Metabolism,1.026770251174604,0.2416128904190178,0.4968133718133718
UCD-0159661,Transmembrane Transporters,4.169865592593308,0.3455671975464559,0.0856011416370903
UCD-0159662,GPCR & G Protein,3.207150807696536,0.0,
UCD-0159663,Protein Tyrosine Kinase,1.1091191269054832,0.3064682683274012,0.1278995517099926
UCD-0159664,Epigenetics,1.140929677644607,0.4159975258659469,0.2504528289856034
UCD-0159665,Others,1.135261635505837,0.2438217851236261,0.0451957468890368
failing_DMSO,failing_DMSO,1.0,0.0,
