Pathway,Metadata_treatment,mean_score,median_score,score_std,n_scored_cells,n_score_plates,mean_cell_count,median_cell_count,mean_relative_cell_count,median_relative_cell_count,viability_std,n_treatment_wells,n_viability_plates
Apoptosis,UCD-0159412,3.261739866158687e-07,3.261739866158687e-07,3.0707429015658696e-07,2,2,1.0,1.0,0.004847207586933614,0.004847207586933614,0.00039739053385966894,2,2
Apoptosis,UCD-0159421,0.9957429034524001,0.9999601561379322,0.024686541949903953,382,4,95.5,99.0,0.5390400032501812,0.5074704944178628,0.1057450698441131,4,4
Apoptosis,UCD-0159422,0.40747676623267465,0.34449181991043676,0.32838995542684074,720,4,180.0,178.0,0.9060277510609194,0.8535764811428177,0.1208027424914399,4,4
Apoptosis,UCD-0159425,0.3701285121049578,0.4054618510026914,0.25132427038566213,90,3,30.0,26.0,0.1359792107724057,0.12093023255813953,0.13898788204964657,3,3
Apoptosis,UCD-0159428,0.14371244013863618,0.026216580874081703,0.23008852110771366,615,4,153.75,156.0,0.7218280448111476,0.7469798657718121,0.07932424757617157,4,4
Apoptosis,UCD-0159456,0.8001577500686391,0.9907747868015653,0.3062826425248639,608,4,152.0,153.5,0.9733710602453283,0.945818901533894,0.2523598565608382,4,4
Apoptosis,UCD-0159468,0.7254765055040252,0.9277802438359309,0.35097648682362953,281,3,93.66666666666667,129.0,0.4724457844486683,0.688,0.4035869304381908,3,3
Apoptosis,UCD-0159495,0.7851964936049428,0.9706471547925152,0.3030560018007833,397,4,99.25,108.0,0.6071033425967385,0.646550778679535,0.12405994370409451,4,4
Apoptosis,UCD-0159547,0.7381057246358582,0.81460814385297,0.24740997301723103,658,4,164.5,179.5,1.2310886618203398,1.2834257473481196,0.22621024983030757,4,4
Apoptosis,UCD-0159633,0.33711353366429053,0.28772840840115654,0.26539336797936547,473,4,118.25,117.0,1.0212999925927682,0.9172438598294111,0.3172938725821409,4,4
Autophagy,UCD-0159510,0.9996290987429646,0.9999999873077212,0.0045170598521589375,442,4,110.5,118.0,0.6920272319772511,0.6507731958762887,0.20956548840329237,4,4
Autophagy,UCD-0159511,0.696184158663806,0.7806429456150061,0.30350393505410195,537,4,134.25,134.0,0.8495461227151326,0.8306277888905986,0.11353886934763044,4,4
Autophagy,UCD-0159545,0.1487361201176338,0.017800839322859446,0.24578885407887285,554,4,138.5,120.5,0.8646663360863673,0.9032743260441976,0.2215618411779413,4,4
Autophagy,UCD-0159575,0.8164099713709727,0.9579874253203081,0.25966103345199154,463,4,115.75,125.0,0.8719276446851567,0.8391500904159133,0.4949374135401772,4,4
Autophagy,UCD-0159604,0.05684609877546145,0.009795381081015724,0.11667091291620506,197,3,65.66666666666667,57.0,0.4451532111227929,0.36538461538461536,0.26188088199243514,3,3
Autophagy,UCD-0159606,0.09929967906756133,0.038618138670683436,0.13773095869625562,201,4,50.25,54.5,0.3433110081571278,0.3463622760545153,0.19248824593040106,4,4
Autophagy,UCD-0159658,0.22442358009551644,0.07620090235321646,0.2885197573129299,559,4,139.75,137.5,1.0086472395441337,1.1165584415584415,0.42566137974597923,4,4
Cell Cycle,UCD-0001784,0.9927723507860328,0.9927723507860328,,1,1,1.0,1.0,0.005333333333333333,0.005333333333333333,,1,1
Cell Cycle,UCD-0001790,0.600428152538604,0.7054029443018064,0.36803165120555464,86,1,86.0,86.0,0.45866666666666667,0.45866666666666667,,1,1
Cell Cycle,UCD-0001886,0.13100340452102222,0.009421383689029502,0.23107343550468284,274,4,68.5,58.5,0.3390756645287494,0.2778787878787879,0.33065844363374547,4,4
Cell Cycle,UCD-0159294,0.31717048956413724,0.21799882978054602,0.31391752537883155,466,3,155.33333333333334,160.0,0.7484801534287425,0.8135593220338984,0.17956045752646557,3,3
Cell Cycle,UCD-0159301,0.8475448706407331,0.9885622113843802,0.2447281782459438,712,4,178.0,172.0,0.8576703720008805,0.7938861985472154,0.20528686692988143,4,4
Cell Cycle,UCD-0159304,0.8505142682539163,0.9935453077665981,0.2589444583667887,641,4,160.25,166.0,0.7554993975694243,0.7772328548644338,0.15093577684784237,4,4
Cell Cycle,UCD-0159306,0.31495478551464007,0.12633522454080073,0.37084842194903245,531,4,132.75,133.5,0.6372277670292835,0.5959728867623604,0.15050351352940033,4,4
Cell Cycle,UCD-0159466,0.7838160160404646,0.9350276728631479,0.27651654041674323,551,4,137.75,151.0,0.7384918331832211,0.7743535293801409,0.27723549965236244,4,4
Cell Cycle,UCD-0159478,0.9488829161262835,0.9999884795619718,0.14870741939033694,318,3,106.0,136.0,0.5638510671036133,0.723404255319149,0.41098419471824515,3,3
Cell Cycle,UCD-0159481,0.5356686987200453,0.5600222877642103,0.36170206612588857,492,4,123.0,124.0,0.7874119648496654,0.7407496203947894,0.18117579781221677,4,4
Cell Cycle,UCD-0159492,0.16443569137934327,0.039251861880949,0.24473441541579677,684,4,171.0,180.0,0.9384449424455258,0.9602360446570973,0.13874171848639497,4,4
Cell Cycle,UCD-0159501,0.0831581691666162,0.005570860694854135,0.18417611819066534,280,4,70.0,66.5,0.35648012050218736,0.3592209737827715,0.3139462970179292,4,4
Cell Cycle,UCD-0159529,0.19196065294704465,0.05893656933921334,0.25140036110946434,41,3,13.666666666666666,4.0,0.0736886416786434,0.029850746268656716,0.08823528782590681,3,3
Cell Cycle,UCD-0159584,0.2857008523559608,0.167804253499345,0.3114214241621855,679,4,169.75,172.5,1.0852662246823799,1.043704350587488,0.2450330031980062,4,4
Cell Cycle,UCD-0159612,0.5544477859876256,0.6219810148924811,0.3384781633137786,264,4,66.0,51.0,0.4581269738269172,0.3893552134766192,0.24161920023703928,4,4
Cell Cycle,UCD-0159631,0.13573521392886195,0.03824195687716729,0.2053287357690043,574,4,143.5,145.5,1.0123996246807345,1.0877287249491723,0.19218265883370975,4,4
Cytoskeletal Signaling,UCD-0159356,0.10297206577194529,0.007208505266855482,0.19669159086898377,701,4,175.25,175.0,0.8559263784322382,0.871301247771836,0.08186497199376802,4,4
Cytoskeletal Signaling,UCD-0159437,0.4407808016429366,0.2666556810521092,0.380234974399387,7,2,3.5,3.5,0.01570592381477736,0.01570592381477736,0.015753934293237105,2,2
Cytoskeletal Signaling,UCD-0159438,0.041653847310543675,0.00019651846404369197,0.11061432977776471,61,4,15.25,13.5,0.07061493540088228,0.06493738819320215,0.046729115037510774,4,4
Cytoskeletal Signaling,UCD-0159459,0.115730971056896,0.017607401186980974,0.20305526480605754,682,4,170.5,182.0,0.9565389954239707,1.0733428310305897,0.2752111299005006,4,4
Cytoskeletal Signaling,UCD-0159503,0.7328263309942077,0.8863715319116742,0.31080167887332066,429,4,107.25,98.5,0.6755749124118284,0.6994922295737807,0.139794618657147,4,4
Cytoskeletal Signaling,UCD-0159533,0.4696336299649678,0.4754017956657745,0.2967876177454407,417,4,104.25,96.0,0.7913543281187169,0.7181171648987463,0.20548339628989165,4,4
Cytoskeletal Signaling,UCD-0159555,0.3892127584052083,0.31475294039526247,0.29083613347613907,754,4,188.5,190.5,1.4174268414806024,1.378688524590164,0.32871725177930095,4,4
Cytoskeletal Signaling,UCD-0159558,0.2931221363729607,0.21152785836179305,0.263558520521694,377,4,94.25,95.5,0.7127826590249825,0.6926229508196722,0.27622890754115353,4,4
Cytoskeletal Signaling,UCD-0159596,0.921113942075839,0.9912940907997152,0.15784144726855776,50,4,12.5,8.5,0.08232143054098812,0.05883158375171155,0.08633676351563685,4,4
Cytoskeletal Signaling,UCD-0159634,0.05395439370494637,0.011061274405761979,0.09560634185628458,7,2,3.5,3.5,0.02092862092862093,0.02092862092862093,0.006664346655673627,2,2
DNA Damage,UCD-0001810,0.6762340910193436,0.7719925469867039,0.3153889689710593,361,4,90.25,94.5,0.41964014141791645,0.43267608324224516,0.07590655574202056,4,4
DNA Damage,UCD-0001843,0.30394986420372494,0.18196272583203651,0.333033269289378,871,4,217.75,216.0,1.0358842116848361,1.043261562998405,0.0662400137757067,4,4
DNA Damage,UCD-0159257,0.2816213596798692,0.1747977569025685,0.2855123507871133,869,4,217.25,218.5,1.012341194607443,0.988690533629258,0.09340041626994605,4,4
DNA Damage,UCD-0159285,0.6973106943109262,0.81950575158987,0.3202833489829503,818,4,204.5,205.5,0.9640980612252382,0.9692707157371867,0.16671343318579993,4,4
DNA Damage,UCD-0159292,0.5814132865140365,0.6386358004599184,0.33577308796961475,307,4,76.75,71.0,0.3537196850944343,0.3513487086554633,0.2783542798681156,4,4
DNA Damage,UCD-0159327,0.268773373212108,0.13553451969260807,0.2991364216563077,642,4,160.5,163.0,0.8012825600599962,0.8064815249542232,0.11895156414836593,4,4
DNA Damage,UCD-0159386,0.20775616697103605,0.0753040845010512,0.26992215315439305,793,4,198.25,196.5,0.9702237844191193,0.9589958407605466,0.11659252629754197,4,4
DNA Damage,UCD-0159396,0.46633458879681833,0.3851931171665605,0.37615875102107044,851,4,212.75,220.5,0.9965748682522502,0.9969660752045602,0.06998014057225428,4,4
DNA Damage,UCD-0159414,0.09327419909768801,0.019901847774557002,0.16293739281096944,530,4,132.5,130.5,0.6560363396997744,0.6250389165628891,0.23046399169766846,4,4
DNA Damage,UCD-0159426,0.2469218060153983,0.13438523255277973,0.27209955959476184,872,4,218.0,213.5,1.0252433057911228,1.034176325957148,0.07454971010354898,4,4
DNA Damage,UCD-0159474,0.7071047643793658,0.83130702779645,0.309684463880657,712,4,178.0,185.0,1.0066459887387604,1.0007257674318586,0.2701134810973104,4,4
DNA Damage,UCD-0159526,0.3484107665099829,0.258991283623786,0.28660618848089536,163,2,81.5,81.5,0.5638621022179363,0.5638621022179363,0.027922876267684787,2,2
DNA Damage,UCD-0159527,0.3255326054626771,0.23496212546447692,0.2775455054167025,648,4,162.0,155.0,1.2293658667754617,1.20425506268081,0.2371959307386991,4,4
DNA Damage,UCD-0159559,0.858424681915235,0.9423184294408459,0.19466046496449113,511,4,127.75,125.5,0.9076829497594249,0.9402597402597402,0.12852736735546033,4,4
DNA Damage,UCD-0159560,0.1891471661822094,0.02265298250663898,0.27999345457301306,377,4,94.25,98.0,0.515959383505048,0.5432374211417141,0.4360372225708646,4,4
DNA Damage,UCD-0159566,0.31560111398723295,0.18119141986713938,0.3135962926729756,358,3,119.33333333333333,109.0,0.8843025011159306,0.8014705882352942,0.23528130686096488,3,3
DNA Damage,UCD-0159589,0.38684315191711544,0.34422005889223783,0.2976327179411429,652,4,163.0,160.5,1.223203026481715,1.2540983606557377,0.16226720356761576,4,4
DNA Damage,UCD-0159620,0.510431410609915,0.506283387258547,0.3329817439762961,524,4,131.0,108.0,0.9232259980283396,0.8243958573072496,0.2834259198180385,4,4
DNA Damage,UCD-0159623,0.1255203618660779,0.06164578259992454,0.15596302426241862,483,4,120.75,147.5,0.8168911067296436,0.9380029926800664,0.40729693269334794,4,4
Endocrinology & Hormones,UCD-0000101,0.2837468661937914,0.12930171682706176,0.3392345969131656,357,4,89.25,60.0,0.4123131306695089,0.29675544794188863,0.29288407987039305,4,4
Endocrinology & Hormones,UCD-0000849,0.8026851952139509,0.9494007283506481,0.27415466503673236,644,4,161.0,165.5,0.8043918259305797,0.8113702521245129,0.13494226631802278,4,4
Endocrinology & Hormones,UCD-0001040,0.12337371608326962,0.037732718599967775,0.19453929611656462,747,4,186.75,183.0,0.8715318565357679,0.8404559009243242,0.09894682571543112,4,4
Endocrinology & Hormones,UCD-0001086,0.17341392788109053,0.0484903356122664,0.24755495647221157,960,4,240.0,233.5,1.1885941773302804,1.1900316806383062,0.021589731889655513,4,4
Endocrinology & Hormones,UCD-0001162,0.0665743773763126,0.00045464694898345406,0.16395076262327177,185,1,185.0,185.0,0.8958837772397095,0.8958837772397095,,1,1
Endocrinology & Hormones,UCD-0001613,0.19473036102756355,0.07018585086863409,0.2515228204127882,883,4,220.75,219.0,1.0273629429831357,1.0590835287750315,0.08506750033488693,4,4
Endocrinology & Hormones,UCD-0001801,0.8830069306838656,0.963349542415556,0.17798134256831188,273,4,68.25,49.0,0.33577212401026413,0.22514715815883432,0.38198691200295715,4,4
Endocrinology & Hormones,UCD-0011250,0.24359100128131658,0.08004665322183034,0.30195615039326973,935,4,233.75,218.0,1.0933428291160951,1.0497912939773406,0.1767007502859676,4,4
Endocrinology & Hormones,UCD-0017999,0.10815411692884529,0.02935349724548833,0.17791930982056173,837,4,209.25,212.5,0.9744235545839768,0.9744510829769397,0.16153960725101854,4,4
Endocrinology & Hormones,UCD-0018089,0.21370831987065061,0.08761017703119245,0.2734621545355834,789,4,197.25,205.5,0.9728237603752221,1.0062116104004064,0.10195176270218752,4,4
Endocrinology & Hormones,UCD-0018304,0.23178687777380252,0.11831505836180917,0.26380379171911367,722,4,180.5,189.0,0.899742950766353,0.8659027952656762,0.17354054795792895,4,4
Endocrinology & Hormones,UCD-0159283,0.14086124648427478,0.03377428987697987,0.21603750980539346,795,4,198.75,204.0,0.9223546902877104,0.9814445352378729,0.16015747527608012,4,4
Endocrinology & Hormones,UCD-0159287,0.8622146451038913,0.9830230017520005,0.22756892197229134,668,4,167.0,164.0,0.8369244193543168,0.800805842357089,0.1646678069539092,4,4
Endocrinology & Hormones,UCD-0159322,0.48402080813310433,0.5073696556913667,0.4598318635956853,736,4,184.0,181.5,0.8755103648952891,0.8207543859649122,0.12373652107336712,4,4
Endocrinology & Hormones,UCD-0159344,0.15157537148860648,0.034909721183135636,0.23150318369416573,812,4,203.0,221.5,0.9884517130577921,1.0342701525054467,0.23938242738172172,4,4
Endocrinology & Hormones,UCD-0159374,0.1781407824759115,0.0674830011360861,0.22861582877531184,651,4,162.75,174.5,0.8070906480284608,0.8180540920266948,0.14216073145050528,4,4
Endocrinology & Hormones,UCD-0159483,0.6616583153816692,0.7545973851702998,0.3208056396601332,792,4,198.0,199.5,1.1266135539430664,1.0058437001594895,0.31696505886428544,4,4
Endocrinology & Hormones,UCD-0159598,1.0449620458708487e-09,1.0449620458708487e-09,,1,1,1.0,1.0,0.00909090909090909,0.00909090909090909,,1,1
Endocrinology & Hormones,UCD-0159617,0.6766962732593373,0.7346347166795598,0.258425600527868,480,3,160.0,158.0,1.0295898999321054,0.9513513513513514,0.1490969842080578,3,3
Endocrinology & Hormones,UCD-0159625,0.5323658357346064,0.5383368806074953,0.29357310029484895,553,4,138.25,160.0,1.2085953751352991,1.1302037632836113,0.3579310438560561,4,4
Epigenetics,UCD-0001059,0.7673013239355088,0.9017096825838035,0.2858055102643556,833,4,208.25,206.0,0.9749030534908993,0.9564102564102563,0.08714860585955288,4,4
Epigenetics,UCD-0001921,0.96973675348078,0.996567196209216,0.08699811530846255,699,4,174.75,176.5,0.8184930530423884,0.8422292273835723,0.06037260045364889,4,4
Epigenetics,UCD-0001924,0.1492955451942889,0.026861888159410832,0.23456844414413527,205,2,102.5,102.5,0.46285833203267257,0.46285833203267257,0.338849130646327,2,2
Epigenetics,UCD-0001925,0.5776960040026369,0.635979363116961,0.33943650423272953,361,3,120.33333333333333,177.0,0.5489326148459673,0.8098434004474273,0.4635747372318779,3,3
Epigenetics,UCD-0001927,0.967565070822416,0.9999976128448796,0.11579332212395296,588,4,147.0,158.0,0.9018493186901437,0.9487003728887914,0.20080506222374533,4,4
Epigenetics,UCD-0001944,0.3009691412781178,0.20155996599410553,0.27555503070265597,690,4,172.5,174.5,1.295033263189128,1.303759872569191,0.06813747692270719,4,4
Epigenetics,UCD-0001952,0.6888062764832923,0.7777641911066024,0.29366478957321623,465,4,116.25,123.5,0.9160866152786304,0.9605689339529644,0.0937088900021795,4,4
Epigenetics,UCD-0001953,0.16273593415144108,0.07420247270504565,0.20517925236546197,397,3,132.33333333333334,151.0,0.8247840411338511,0.8162162162162162,0.3120459172403841,3,3
Epigenetics,UCD-0001957,0.4916923283957767,0.5013806598184866,0.34208015172837364,334,4,83.5,84.5,0.5987000447483927,0.6737012987012987,0.18393867223606636,4,4
Epigenetics,UCD-0013217,0.5375321202509717,0.5917558783617527,0.4046789268518836,888,4,222.0,232.0,1.0650110310444834,1.0839917590586636,0.19864521370127267,4,4
Epigenetics,UCD-0159253,0.9140261391646681,0.9780274679802041,0.1422684677172123,629,4,157.25,170.0,1.1341356509184188,1.1413232498887855,0.32088981946584644,4,4
Epigenetics,UCD-0159369,0.7193869358956596,0.8329305657619154,0.2892290983536525,980,4,245.0,250.0,1.1901844259165066,1.2185625535561266,0.17661895335180927,4,4
Epigenetics,UCD-0159442,0.9097251349105211,0.9907937276103206,0.1833869646626699,727,4,181.75,178.5,1.0181653087831728,1.021746142680501,0.11200361176363816,4,4
Epigenetics,UCD-0159473,0.623138299821281,0.7532871894309625,0.3667332517624018,644,4,161.0,174.5,1.0099001611204628,0.9118227681509102,0.6061745281716764,4,4
Epigenetics,UCD-0159484,0.07337647475585315,0.003351665986884727,0.17660860453743543,726,4,181.5,173.5,1.0091534711518184,1.0321594896331738,0.09768975323013931,4,4
Epigenetics,UCD-0159488,0.5477703348911679,0.5522043861473203,0.3635258528985099,210,4,52.5,47.0,0.3493711078426991,0.25034620710878597,0.41245242785519187,4,4
Epigenetics,UCD-0159493,0.2501230845517162,0.08301562754792696,0.3131086015306967,442,4,110.5,103.0,0.6001035487118456,0.6076986301369862,0.188440278126826,4,4
Epigenetics,UCD-0159500,0.11149710148606055,0.010908714834554856,0.20914407765224266,623,4,155.75,189.5,0.8199504759772576,0.985444330949949,0.5448343955351409,4,4
Epigenetics,UCD-0159508,0.0030796422187744895,0.0030796422187744895,,1,1,1.0,1.0,0.005333333333333333,0.005333333333333333,,1,1
Epigenetics,UCD-0159515,0.24020093412348678,0.07538195260273566,0.3044287255789105,381,4,95.25,76.5,0.5084054073294533,0.43685547175619516,0.2595447257723342,4,4
Epigenetics,UCD-0159551,0.9419331756231333,0.9978214464412785,0.1446581321850988,8,3,2.6666666666666665,3.0,0.017982848900469316,0.0189873417721519,0.011124890029938923,3,3
Epigenetics,UCD-0159562,0.6982468600418825,0.7756535763587613,0.26806179032183,609,4,152.25,154.5,1.1433509490940466,1.1100409836065572,0.08134128656060702,4,4
Epigenetics,UCD-0159572,0.2689953569021948,0.15938216050303564,0.2646935301255121,423,4,105.75,107.5,0.7949279980791679,0.7973053693502357,0.24992902787205196,4,4
Epigenetics,UCD-0159574,0.1994620839601825,0.13342440586773535,0.22101316671896612,256,4,64.0,62.0,0.47747824423457574,0.4747348119575699,0.07717694529469288,4,4
Epigenetics,UCD-0159591,0.08023607093064444,0.0048996903343159984,0.16756759006575647,656,4,164.0,172.0,1.0448494458110342,0.9680454112416641,0.24635883912143328,4,4
Epigenetics,UCD-0159592,0.7051599039988315,0.8405272384471725,0.30580825628504577,258,3,86.0,58.0,0.609418193506911,0.47540983606557374,0.3161415983018003,3,3
Epigenetics,UCD-0159593,0.4814178843484942,0.4491571512671414,0.29501471046874045,465,4,116.25,112.5,0.8742250545602192,0.7739030858244937,0.43223983672307376,4,4
Epigenetics,UCD-0159597,0.7525995145270943,0.8761867773504465,0.2859107439729464,79,2,39.5,39.5,0.27034358047016277,0.27034358047016277,0.12275271427469904,2,2
Epigenetics,UCD-0159600,0.4678388700751813,0.4978808648650782,0.38622962501322955,25,3,8.333333333333334,6.0,0.056211299249273934,0.04285714285714286,0.046178204392244,3,3
Epigenetics,UCD-0159640,0.7018769584007278,0.7761711478211322,0.2671081793595481,443,4,110.75,116.5,0.9079758660873997,0.9277200277200277,0.22668850675316105,4,4
Epigenetics,UCD-0159654,0.7766656937919629,0.8560505399184246,0.23313999542053848,454,4,113.5,128.0,0.9296801420217136,0.9219196382694481,0.14218107061327576,4,4
Epigenetics,UCD-0159655,0.2090503671003534,0.11196308345154321,0.23405372927358478,363,4,90.75,88.5,0.7598678282455216,0.8075388442942308,0.227417903530182,4,4
Epigenetics,UCD-0159664,0.18682043969227763,0.05088687890589964,0.25984477220761293,797,4,199.25,194.0,0.9358576293743522,0.9483601669648181,0.08384669500196446,4,4
GPCR & G Protein,UCD-0000201,0.31125091215415523,0.15950348628300842,0.3231382947823087,424,3,141.33333333333334,98.0,0.6892063416036018,0.5568181818181818,0.33342469271082154,3,3
GPCR & G Protein,UCD-0000533,0.48238961105292105,0.46350336267784886,0.33805214157340524,901,4,225.25,230.0,1.1191541703199115,1.082850667338202,0.09848385970510638,4,4
GPCR & G Protein,UCD-0000737,0.6681881279075255,0.7540221615161338,0.2963015573810371,909,4,227.25,230.0,1.1433540984351214,1.0771535827186511,0.163405080169825,4,4
GPCR & G Protein,UCD-0000786,0.20205567210226022,0.07569460732308256,0.2632558667089957,804,4,201.0,200.5,0.995043021809751,0.9755900578924726,0.08350397243591019,4,4
GPCR & G Protein,UCD-0000904,0.9904920142342093,0.9998849339992788,0.060068634101137705,625,4,156.25,163.5,0.7288913754488651,0.7387606876896203,0.13238374415634513,4,4
GPCR & G Protein,UCD-0001657,0.6541809619718262,0.7211294110425017,0.29762112544460295,709,4,177.25,189.5,0.8265458606396707,0.8728317985536653,0.11714019930119884,4,4
GPCR & G Protein,UCD-0018448,0.4272588677130382,0.3686808816729358,0.36012387183566164,683,4,170.75,170.5,0.8374216826768619,0.8330243612596554,0.14585526712791702,4,4
GPCR & G Protein,UCD-0159291,0.7018622877690617,0.8065751399098278,0.2987936147256038,478,4,119.5,125.0,0.5625594695961273,0.5713531151697263,0.38425451196488564,4,4
GPCR & G Protein,UCD-0159300,0.1913400670478902,0.021333788388157915,0.28974435641925345,799,4,199.75,198.5,0.9561959482682052,0.9495322474136034,0.11823805221336571,4,4
GPCR & G Protein,UCD-0159307,0.8525731835595409,0.9744940774478765,0.2538373515635509,152,4,38.0,20.0,0.17445825614800267,0.11025987455372979,0.19384883609935402,4,4
GPCR & G Protein,UCD-0159310,0.03667301460024701,6.885649445248733e-06,0.12416157464845531,840,4,210.0,212.0,1.0082525960509905,0.9911112527080413,0.1789203211661185,4,4
GPCR & G Protein,UCD-0159311,0.35228323189621696,0.179551010124368,0.37619800581867296,685,4,171.25,171.5,0.8189625546918142,0.832719298245614,0.1061915626906284,4,4
GPCR & G Protein,UCD-0159380,0.8586081318562958,0.9566757296635687,0.2072205749339833,825,4,206.25,202.0,1.027931759144666,1.0581293706293706,0.18995367242726435,4,4
GPCR & G Protein,UCD-0159393,0.4949897649555515,0.4914764556109895,0.3394346896475253,784,4,196.0,179.0,0.9297893110522063,0.8181055537857067,0.2352775346010455,4,4
GPCR & G Protein,UCD-0159395,0.17456890196588745,0.0590062965125695,0.24050296681300995,866,4,216.5,213.5,1.018545259347913,1.0115687536391773,0.12230170528737479,4,4
GPCR & G Protein,UCD-0159402,0.1014849335408048,0.031108542507878954,0.15875481503348335,633,4,158.25,176.0,0.7819939327160653,0.8252656304882333,0.16801620326823308,4,4
GPCR & G Protein,UCD-0159403,0.9792588486103536,0.9990477765495368,0.06804117140804368,642,4,160.5,163.5,0.7503744340481129,0.7388526248046337,0.10839521530366047,4,4
GPCR & G Protein,UCD-0159417,0.07854710926812158,9.05387110993942e-06,0.19979118244566985,28,3,9.333333333333334,8.0,0.042240899472822606,0.0365296803652968,0.026949620606719727,3,3
GPCR & G Protein,UCD-0159462,0.10662847910369759,0.006002324935729719,0.2196027267834935,866,4,216.5,218.5,1.2264219393124394,1.1292000430084403,0.26918472300071755,4,4
GPCR & G Protein,UCD-0159556,0.3570918537801786,0.25782243523800136,0.31222940175085717,538,4,134.5,134.0,1.0093372153401083,0.9861286254728878,0.11004855239851392,4,4
GPCR & G Protein,UCD-0159603,0.153589175284165,0.06848374419585815,0.19086788457460932,527,4,131.75,165.5,0.900569903041386,0.979002079002079,0.5045065888273387,4,4
GPCR & G Protein,UCD-0159619,0.11357923126071984,0.05350746628182235,0.1523942832072629,177,2,88.5,88.5,0.5567567567567567,0.5567567567567567,0.6268406060248313,2,2
GPCR & G Protein,UCD-0159624,0.4017343464968235,0.36106845569825075,0.3343180761960101,245,4,61.25,53.5,0.42326467361247155,0.3551783659378596,0.43725857995482414,4,4
GPCR & G Protein,UCD-0159628,0.4132531088954716,0.3581538625261883,0.33393082922175077,587,4,146.75,147.5,1.0708023762341916,0.9380333238969547,0.28657019816917007,4,4
GPCR & G Protein,UCD-0159646,0.038563351860627114,0.006816182072660805,0.08800764240073441,324,4,81.0,65.5,0.5750645884224563,0.5344155844155845,0.22319135780478117,4,4
GPCR & G Protein,UCD-0159647,0.12027038043544552,0.030393569994590124,0.20224398941112925,476,4,119.0,127.5,0.84076024472959,0.8458062037448943,0.029918858970526742,4,4
GPCR & G Protein,UCD-0159648,0.14408259104146992,0.05009563656165115,0.20121837694001563,458,4,114.5,118.5,0.8752303622233913,0.8380040369900953,0.09109478058088165,4,4
GPCR & G Protein,UCD-0159662,2.711243805606576e-09,2.711243805606576e-09,,1,1,1.0,1.0,0.024691358024691357,0.024691358024691357,,1,1
JAK/STAT,UCD-0011696,0.29911641601574707,0.05037346437504042,0.383818831118766,760,4,190.0,192.0,0.9266479586173749,0.9175762527233116,0.07659911233043981,4,4
JAK/STAT,UCD-0018083,0.5148235466336772,0.5096924598660182,0.3197468711658609,840,4,210.0,204.5,1.0500878255776307,1.1021153361873584,0.16955303805250818,4,4
JAK/STAT,UCD-0159329,0.6211807492889702,0.6211807492889702,0.16021691523461035,2,1,2.0,2.0,0.009685230024213076,0.009685230024213076,,1,1
JAK/STAT,UCD-0159335,0.7371280798900858,0.8510775845071483,0.2952788722604298,50,2,25.0,25.0,0.12744593981551489,0.12744593981551489,0.14696016332417827,2,2
JAK/STAT,UCD-0159549,0.15354494594388018,0.06678254374564187,0.19924353861002253,251,4,62.75,59.0,0.46050474547023296,0.45491803278688525,0.12828482118693985,4,4
JAK/STAT,UCD-0159561,0.11560101788180888,0.0036820753963790554,0.22332347774195357,584,4,146.0,156.5,0.9554880231640706,0.9898105969791416,0.39834945830122725,4,4
JAK/STAT,UCD-0159622,0.09185398063215883,0.024804948168084335,0.16037295435955987,566,4,141.5,136.5,1.0345785917281651,0.9205956184390689,0.2734659798846565,4,4
JAK/STAT,UCD-0159641,0.09489234912378883,0.021727193452112197,0.15798516107694466,406,4,101.5,107.0,0.7445713847805102,0.7092282396464906,0.31973187526065383,4,4
MAPK,UCD-0001804,0.8000518372851414,0.9252839336593502,0.2586770371448877,687,4,171.75,168.0,0.800418522048852,0.7982614585685256,0.013834561802564658,4,4
MAPK,UCD-0001808,0.7956648483544341,0.9157112619837451,0.2527261307669671,180,4,45.0,50.0,0.20725409706706951,0.2254461588043347,0.10383924772169291,4,4
MAPK,UCD-0001818,0.7247991819526381,0.9761294790635089,0.38559855301186646,799,4,199.75,203.0,0.9613096956567073,0.9546720228923619,0.19827642843146792,4,4
MAPK,UCD-0001822,0.8302009226338327,0.9395526787908359,0.22921164127890953,762,4,190.5,184.0,0.9476575887382759,0.9483421014892028,0.14349368679845417,4,4
MAPK,UCD-0018179,0.7722817436817935,0.8770604628966798,0.253547260555026,921,4,230.25,230.0,1.081069868920455,1.0999096861594038,0.1040841306750528,4,4
MAPK,UCD-0018540,0.4476487048868842,0.43963671333833887,0.34780414206256827,823,4,205.75,203.0,1.0051265617513916,0.9904789107873941,0.09531409515965888,4,4
MAPK,UCD-0159444,0.24052864340932043,0.07770884683615686,0.30374251354160364,934,4,233.5,227.0,1.284090715896602,1.241265917602996,0.12895217479455706,4,4
MAPK,UCD-0159470,0.25322979173351834,0.10595880146538586,0.30595353647281065,715,4,178.75,180.5,1.0132613860059076,0.9944719101123596,0.19207514289670052,4,4
MAPK,UCD-0159538,0.08591389502555362,0.0010771008855785013,0.1867165411439063,332,4,83.0,70.0,0.5136505699997693,0.5293300937174592,0.27415141888381905,4,4
MAPK,UCD-0159542,0.2592283526243589,0.149629412159247,0.27146348681283905,527,4,131.75,131.0,0.9888380430157064,0.9520010619234088,0.17098720161740502,4,4
