Pathway,Metadata_treatment,mean_score,median_score,score_std,n_scored_cells,n_score_plates,mean_cell_count,median_cell_count,mean_relative_cell_count,median_relative_cell_count,viability_std,n_treatment_wells,n_viability_plates
Angiogenesis,UCD-0159615,0.15033908289952183,0.04920330434378989,0.22333634017757836,126,1,126.0,126.0,1.1454545454545455,1.1454545454545455,,1,1
Angiogenesis,UCD-0159629,0.27325511025505933,0.2495764255340108,0.23163557601218235,152,4,38.0,45.5,0.2570747760348197,0.30730260155180283,0.11116360335541706,4,4
Angiogenesis,UCD-0159632,0.14371165727467677,0.0722557120215275,0.17512621103702397,214,2,107.0,107.0,0.7014234181534561,0.7014234181534561,0.7123461411719406,2,2
Angiogenesis,UCD-0159649,0.05120708042074944,0.014168773253366409,0.09612497988630829,500,4,125.0,138.0,1.0020751496353524,1.036070686070686,0.17440436178088103,4,4
Angiogenesis,UCD-0159651,0.3165223192298968,0.21570696390148453,0.3028503661623773,705,4,176.25,176.0,1.255182351013325,1.258523505248745,0.08727640640892949,4,4
Apoptosis,UCD-0017947,0.3739264964894275,0.2843559174260788,0.33683667412330576,890,4,222.5,226.5,1.1024100245181483,1.0913145730273295,0.08904662072200946,4,4
Apoptosis,UCD-0018012,0.6257003314787246,0.7311228371225216,0.3564516605527216,702,4,175.5,173.0,0.8347584369243601,0.8205789473684211,0.12814239576969902,4,4
Apoptosis,UCD-0159256,0.19908077190059922,0.06375032677268425,0.26709706445781395,893,4,223.25,229.5,1.0374301115958562,1.035839042748239,0.1517534632122502,4,4
Apoptosis,UCD-0159332,0.707096083296747,0.8336446179931314,0.31614306998152175,677,4,169.25,166.5,0.8280850804786614,0.8112622584023612,0.1608019790214929,4,4
Apoptosis,UCD-0159357,0.8905682263066627,0.9962931991174285,0.177296851477987,10,3,3.3333333333333335,4.0,0.016165278641209885,0.018518518518518517,0.005937596322607866,3,3
Apoptosis,UCD-0159371,0.830916340110495,0.9978355085153778,0.2517047645561931,470,4,117.5,112.0,0.5687393301430047,0.5475638740344623,0.15417001922214116,4,4
Apoptosis,UCD-0159399,0.8834793005955134,0.9866777470472686,0.191297565976823,108,3,36.0,45.0,0.16461860707431156,0.20134228187919462,0.12304086391394513,3,3
