Metadata_treatment,Pathway,mean_logit_score,mean_relative_cell_count,mean_average_precision,corrected_p_value,-log10(p-value),hit
UCD-0159297,Microbiology,0.2309483324326124,0.7861676972917644,0.9041666666666668,0.010298273155416,1.98723559295969,False
UCD-0001847,JAK/STAT,,,,,,False
UCD-0001463,Neuronal Signaling,0.4351066238162336,0.7189955538621151,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001616B,Others,0.15376819659936,0.9736137708740282,0.3809638278388277,0.2522159774068171,0.5982274051545786,False
UCD-0159318,Angiogenesis,,,,,,False
UCD-0000878,Transmembrane Transporters,0.2480704853036933,0.0525655880361612,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159316,Proteases,0.2798796091839089,0.6855231990781827,0.8347222222222223,0.010298273155416,1.98723559295969,False
UCD-0000757,Metabolism,0.8176070502298376,1.0632238935952585,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001793,Cell Cycle,,,,,,False
UCD-0159302,PI3K/Akt/mTOR,0.3711578777544492,0.8433704409269425,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159296,Metabolism,0.1761859570296725,0.9130973986423508,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159540,Others,0.5116088769462863,0.9718298462943948,0.4937499999999999,0.1291294375406524,0.888974740660675,False
UCD-0159555,Cytoskeletal Signaling,0.3892127584052083,1.4174268414806024,0.2281084656084656,0.5121716848174247,0.290584434980164,False
UCD-0159574,Epigenetics,0.1994620839601825,0.4774782442345757,0.5393065268065268,0.0997861199203481,1.0009298641357447,False
UCD-0159534,Others,,,,,,False
UCD-0159566,DNA Damage,0.3156011139872329,0.8843025011159306,0.5157407407407407,0.1624708624708624,0.7892245140867148,False
UCD-0159558,Cytoskeletal Signaling,0.2931221363729607,0.7127826590249825,0.4407675657675657,0.2189821351832525,0.6595913139626328,False
UCD-0159550,MAPK,,,,,,False
UCD-0159543,MAPK,0.2182752618470558,0.2353222517851635,0.7124999999999999,0.0448414145096609,1.3483206961651315,False
UCD-0159535,Others,0.4393382798913854,1.162672611355553,0.3881521256521256,0.251605537319823,0.5992798051942534,False
UCD-0159665,Others,0.2980729517818694,1.1388087132377342,0.3314493240963829,0.2839228897623058,0.5467995933961755,False
UCD-0001944,Epigenetics,0.3009691412781178,1.295033263189128,0.5536706349206348,0.0951865036372078,1.021424625264752,False
UCD-0159589,DNA Damage,0.3868431519171154,1.223203026481715,0.3854014041514041,0.2522159774068171,0.5982274051545786,False
UCD-0159581,PI3K/Akt/mTOR,0.3799679235292644,0.6419743039911923,0.5484217171717172,0.0997861199203481,1.0009298641357447,False
UCD-0159573,Protein Tyrosine Kinase,0.4102339593136315,0.6026649836612152,0.5343253968253968,0.0997861199203481,1.0009298641357447,False
UCD-0159565,TGF-beta/Smad,0.2688747630940155,0.3484209501481617,0.5525462962962963,0.0997861199203481,1.0009298641357447,False
UCD-0159557,Others,0.2111361949328384,0.6260351313154185,0.3223443223443223,0.2869116355799164,0.5422518387680013,False
UCD-0159549,JAK/STAT,0.1535449459438801,0.4605047454702329,0.5507996632996632,0.0997861199203481,1.0009298641357447,False
UCD-0159542,MAPK,0.2592283526243589,0.9888380430157064,0.422008547008547,0.2386694386694386,0.622203188311877,False
UCD-0159527,DNA Damage,0.3255326054626771,1.2293658667754617,0.4167896917896917,0.2415814748254426,0.6169363717460645,False
UCD-0159563,Angiogenesis,0.3739905048709407,0.7347193808830361,0.5505050505050505,0.0997861199203481,1.0009298641357447,False
UCD-0159595,Endocrinology & Hormones,,,,,,False
UCD-0159588,MAPK,0.378753620813939,1.3493501575316529,0.6813519813519813,0.0489284471184923,1.3104385675748629,False
UCD-0159580,NF-κB,0.1942291422734434,0.2032786885245901,,,,False
UCD-0159572,Epigenetics,0.2689953569021948,0.7949279980791679,0.3796717171717171,0.2522159774068171,0.5982274051545786,False
UCD-0159564,Epigenetics,,,,,,False
UCD-0159556,GPCR & G Protein,0.3570918537801786,1.0093372153401083,0.4657828282828283,0.1722689075630251,0.7637931003367765,False
UCD-0159514B,Others,0.0269970993515279,1.0716499146947556,0.5055555555555555,0.1208097895795056,0.9178978721048168,False
UCD-0159541,Protein Tyrosine Kinase,,,,,,False
UCD-0159533,Cytoskeletal Signaling,0.4696336299649678,0.7913543281187169,0.6333333333333333,0.0525641025641025,1.279310745970745,False
UCD-0159526,DNA Damage,0.3484107665099829,0.5638621022179363,0.2291666666666666,0.2758920092253425,0.5592608779898103,False
UCD-0159594,Others,0.508033467845327,0.3656253782126111,0.4777777777777777,0.1520258882222072,0.8180824505110721,False
UCD-0159587,Angiogenesis,,,,,,False
UCD-0159579,PI3K/Akt/mTOR,0.1945536138259236,0.7697680507458841,0.4996212121212121,0.128125,0.8923661216001706,False
UCD-0159571,Others,0.3731877215083233,1.107506812707163,0.5249999999999999,0.10713390843684,0.9700730509580888,False
UCD-0159561,JAK/STAT,0.1156010178818088,0.9554880231640706,0.6805555555555555,0.0489284471184923,1.3104385675748629,False
