Metadata_Plate,Platemap,Metadata_Well,Total_image_sets,Percent_Failed_Saturated_OrigActin,Percent_Failed_Saturated_OrigDNA,Percent_Failed_Saturated_OrigER,Percent_Failed_Saturated_OrigMito,Percent_Failed_Saturated_OrigPM,Percent_Failed_Blur_OrigActin,Percent_Failed_Blur_OrigDNA,Percent_Failed_Blur_OrigER,Percent_Failed_Blur_OrigMito,Percent_Failed_Blur_OrigPM,Percent_Failed_Any,Percent_Failed_Blur,Percent_Failed_Saturation
CARD-CelIns-CX7_260114100001,platemap_11,B11,25,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,4.0,0.0,12.0,12.0,0.0
CARD-CelIns-CX7_260114100001,platemap_11,E02,25,0.0,0.0,0.0,0.0,0.0,24.0,28.000000000000004,24.0,24.0,4.0,28.000000000000004,28.000000000000004,0.0
CARD-CelIns-CX7_260114100001,platemap_11,E05,25,0.0,0.0,0.0,0.0,0.0,20.0,16.0,8.0,4.0,0.0,24.0,24.0,0.0
CARD-CelIns-CX7_260114100001,platemap_11,E08,25,0.0,0.0,0.0,0.0,0.0,8.0,8.0,4.0,8.0,0.0,8.0,8.0,0.0
CARD-CelIns-CX7_260114100001,platemap_11,E11,25,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,4.0,16.0,16.0,0.0
CARD-CelIns-CX7_260114180001,platemap_11,B02,25,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,4.0,0.0,12.0,12.0,0.0
CARD-CelIns-CX7_260114180001,platemap_11,B05,25,0.0,0.0,0.0,0.0,0.0,8.0,24.0,4.0,4.0,0.0,24.0,24.0,0.0
CARD-CelIns-CX7_260114180001,platemap_11,B08,25,0.0,0.0,0.0,0.0,0.0,16.0,12.0,0.0,8.0,0.0,20.0,20.0,0.0
CARD-CelIns-CX7_260114180001,platemap_11,B11,25,0.0,0.0,0.0,0.0,0.0,36.0,20.0,16.0,16.0,4.0,36.0,36.0,0.0
CARD-CelIns-CX7_260114180001,platemap_11,E02,25,0.0,0.0,0.0,0.0,0.0,16.0,8.0,4.0,4.0,0.0,16.0,16.0,0.0
CARD-CelIns-CX7_260114180001,platemap_11,E05,25,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0
CARD-CelIns-CX7_260114180001,platemap_11,E08,25,0.0,0.0,0.0,0.0,0.0,16.0,12.0,8.0,8.0,0.0,20.0,20.0,0.0
CARD-CelIns-CX7_260114180001,platemap_11,E11,25,0.0,0.0,0.0,0.0,0.0,32.0,4.0,0.0,16.0,0.0,36.0,36.0,0.0
CARD-CelIns-CX7_260115110001,platemap_11,B02,25,0.0,0.0,0.0,0.0,0.0,16.0,24.0,12.0,20.0,4.0,32.0,32.0,0.0
CARD-CelIns-CX7_260115110001,platemap_11,B05,25,0.0,0.0,0.0,0.0,0.0,8.0,16.0,4.0,4.0,4.0,20.0,20.0,0.0
CARD-CelIns-CX7_260115110001,platemap_11,B08,25,0.0,0.0,0.0,0.0,0.0,28.000000000000004,24.0,8.0,24.0,0.0,40.0,40.0,0.0
CARD-CelIns-CX7_260115110001,platemap_11,B11,25,0.0,0.0,0.0,0.0,0.0,20.0,20.0,16.0,24.0,16.0,24.0,24.0,0.0
CARD-CelIns-CX7_260115110001,platemap_11,E02,25,0.0,0.0,0.0,0.0,0.0,16.0,16.0,12.0,16.0,4.0,24.0,24.0,0.0
CARD-CelIns-CX7_260115110001,platemap_11,E05,25,0.0,0.0,0.0,0.0,0.0,16.0,28.000000000000004,20.0,24.0,12.0,36.0,36.0,0.0
CARD-CelIns-CX7_260115110001,platemap_11,E08,25,0.0,0.0,0.0,0.0,0.0,8.0,20.0,8.0,16.0,4.0,24.0,24.0,0.0
CARD-CelIns-CX7_260115110001,platemap_11,E11,25,0.0,0.0,0.0,0.0,0.0,8.0,12.0,12.0,16.0,0.0,20.0,20.0,0.0
